latitude,longitude,land_type
-0.07185987376502066,-1.2974104046627988,1.0
-0.1794823594870615,-0.8748916506887883,1.0
-1.2174280980783017,-1.3521053156008058,0.0
1.143305562880552,-0.8941717496944168,1.0
-3.033198804605031,0.8186463055568755,0.0
0.037767901326997116,-0.02513898478420652,1.0
3.0085962995925786,0.6979980029594754,0.0
-3.5615330944584174,1.0800610550283765,0.0
1.1220244490371591,-2.3127319626863145,1.0
1.127274494891721,0.6001713217846891,1.0
1.4252665229056405,2.8837781880004867,0.0
-0.2560172433751847,-3.400132829821425,0.0
1.251541191446778,-0.570652876516432,1.0
-0.7652647001208335,1.6048863072278192,0.0
-0.22527815976887602,0.5607136073378188,1.0
0.403697843566436,-2.1354575027629803,1.0
-1.9358191331498773,-2.7462149992045504,0.0
-2.8751023024914772,2.563837096385875,0.0
1.2388659992659106,0.8098746209626456,1.0
1.4217393241348175,-2.191585567754391,1.0
-2.383367182239085,0.3256258161859274,0.0
1.3145174663019596,-0.1048759082264852,1.0
-0.4536129236613324,-0.8721789990889175,1.0
-1.0006744673476065,1.215695793207498,1.0
0.2543730978904329,1.0375696680225026,0.0
-0.5386047225097881,0.5695006971079897,1.0
-1.2969301269592095,-0.7895845363738099,1.0
-1.410599924360603,0.7862545771618848,1.0
-0.08862688310293569,1.2276916693058686,1.0
0.22019226428529934,0.0832184931138927,1.0
0.7695901329228356,1.7656308507873963,1.0
0.4844306035206108,-1.7159768988556994,1.0
2.159280247006597,-0.6057105628870806,1.0
-1.4180576358560255,-1.9387412390973413,1.0
1.2007899074065371,-0.6211552086979476,1.0
1.7925767131627233,1.0720282539827046,1.0
-0.17781228962657947,3.1175851408245654,0.0
-1.4892306279218939,0.5872919784632582,1.0
0.9996871756852124,1.7498192902315512,1.0
0.0997902403578144,0.8622032115155344,1.0
-0.4077834920291866,-0.4759748052981974,1.0
-2.095358137610323,1.1084880860827304,1.0
-0.9289552161693384,-3.185511006622371,0.0
-1.2224557282128363,-0.5457675132237247,1.0
0.6416259478076802,1.631024001755328,1.0
-0.7108306178616388,-1.3942410582364035,1.0
1.5075333624276577,0.2352130132960637,1.0
1.5860559464332198,0.8099090834871308,1.0
-0.11469321632409793,0.056846922732449776,1.0
-1.4413069221195025,-1.6911041764788584,1.0
-0.5454984557027991,-0.8623360188458382,0.0
1.534175225847639,3.63653186988542,0.0
0.9862542357389781,1.3658119103773108,1.0
1.2670888777433251,-1.4732315099867956,1.0
1.6244323372331426,-2.071640439595551,1.0
0.08653124306194741,2.3713180727945726,1.0
0.15121355881762946,2.2616862416211654,1.0
0.8935670364210887,-0.3734385569992627,1.0
-1.290271173054106,-0.0011436880674439301,1.0
-0.9274085211084726,0.1829821936231464,1.0
-2.229221250568688,-0.7787458688541332,1.0
-0.6155727940802328,-0.4464283266054773,1.0
1.4484139823674385,1.7301095368187374,0.0
-3.039353820642497,2.1748967553939518,0.0
-1.8107325758251085,1.390899832710438,1.0
1.2673592767454251,-0.30998819106581765,1.0
0.3063830902184486,2.9590380057666676,1.0
-1.4222348120139383,-1.8253072325382,1.0
