x,f,y
0.0,1.0,0.9239511612102421
0.02040816326530612,1.0391758535984157,1.028283144687622
0.04081632653061224,1.0751727596494658,1.0697394297824254
0.061224489795918366,1.1081437156286922,1.077327056494111
0.08163265306122448,1.1382417190116363,1.1056875905585997
0.1020408163265306,1.16561976727384,1.1536827784019512
0.12244897959183673,1.1904308578908447,1.1626920839206498
0.14285714285714285,1.2128279883381925,1.2834628918622961
0.16326530612244897,1.2329641560914244,1.1347593665387625
0.18367346938775508,1.2509923586260827,1.3144755870749398
0.2040816326530612,1.2670655934177086,1.2095999121927545
0.22448979591836732,1.2813368579418438,1.322190122631845
0.24489795918367346,1.2939591496740304,1.3093000121098857
0.26530612244897955,1.3050854660898095,1.2881427829815664
0.2857142857142857,1.314868804664723,1.2898737074535318
0.3061224489795918,1.3234621628743126,1.3673648298353416
0.32653061224489793,1.3310185381941197,1.3452962549804157
0.3469387755102041,1.3376909280996863,1.3019716568443762
0.36734693877551017,1.343632330066554,1.4087643456759262
0.3877551020408163,1.348995741570264,1.3196521317541272
0.4081632653061224,1.3539341600863586,1.352470334233562
0.42857142857142855,1.3586005830903791,1.403911095606166
0.44897959183673464,1.363148008057867,1.2955994788574405
0.4693877551020408,1.3677294324643643,1.3810260548034754
0.4897959183673469,1.3724978537854124,1.4288984990168934
0.5102040816326531,1.3776062694965532,1.3113625471484092
0.5306122448979591,1.3832076770733284,1.3595563849131693
0.5510204081632653,1.3894550739912792,1.4683338830132409
0.5714285714285714,1.3965014577259476,1.358930970819722
0.5918367346938775,1.404499825752875,1.4871207112879457
0.6122448979591836,1.4136031755476035,1.4050649650628213
0.6326530612244897,1.4239645045856744,1.453332114938531
0.6530612244897959,1.4357368103426293,1.412231789062248
0.673469387755102,1.4490730902940099,1.4078411761921679
0.6938775510204082,1.4641263419153585,1.4608847097310105
0.7142857142857142,1.4810495626822153,1.438313302991151
0.7346938775510203,1.4999957500701238,1.5203099583252764
0.7551020408163265,1.5211179015546246,1.5948536714271915
0.7755102040816326,1.5445690146112587,1.5554386668372489
0.7959183673469387,1.570502086715569,1.6069247825521702
0.8163265306122448,1.5990701153430966,1.6451087678681384
0.836734693877551,1.6304260979693836,1.5862791112975854
0.8571428571428571,1.6647230320699709,1.6696063512847985
0.8775510204081632,1.7021139151204008,1.6067960498393776
0.8979591836734693,1.7427517445962137,1.8558747283685404
0.9183673469387754,1.7867895179729536,1.7868340911316276
0.9387755102040816,1.83438023272616,1.8368433544893712
0.9591836734693877,1.8856768863313755,1.9391806796034663
0.9795918367346939,1.9408324762641413,1.9752539718526754
1.0,2.0,2.0836030535318177
